broadcastOwnerId,id,broadcastId,streamSeq,serviceId,serviceName,broadcastStandByImage,broadcastTitle,vid,startDate,status,expectedStartDate,broadcastEndUrl,broadcastReplayEndUrl,bridgeEndUrl,displayType,broadcastBanner,key,productType,represent,originalProductKey,nvMid,name,image,brandName,mallName,link,detailLink,pcLink,trCode,productStatus,broadcastProductStatus,price,discountRate,specialPrice,wholeCategoryName,wholeCategoryId,brandId,stock,channelNo,productNo,originProductNo,productName,productEndUrl,salePrice,isLiveDiscountAble,productStatusType,liveDiscountProductPeriodType,liveDiscountRate,liveDiscountStartDate,liveDiscountEndDate,liveDiscountPrice,liveDiscountType,liveDiscountValue,liveDiscountAfterDiscountType,liveDiscountAfterDiscountValue,liveDiscountAfterDiscountEndDate,originalProductNo,discountedSalePrice,channelProductSupplyType,accountNo,rangePrice,isMinorPurchasable,orderQuantity,businessId,activeLiveDiscount,likeTotalCount,viewerTotalCount,commentTotalCount,onAirViewerCount,duration
1,106784,106784,9043382,SELECTIVE,셀렉티브,https://g-selected.pstatic.net/MjAyMTAxMTVfMTEy/MDAxNjEwNjM4ODgxNzU3.dmHy1ANaP-OuEaLwlcmOCN6soCOrnEaw8YQADkmu_04g.PXUaNmKMInMM7CtXxotlxisNKI_GQNJI4QGegjXpq0gg.JPEG/98015514-9D05-49F3-AF52-01CCFA651583.jpg,테스트123,6045F8FD87FF812D5BA0DA01D1F2FFA16E73,2021-04-07T17:58:17.161,BLOCK,2021-03-25T15:00:58.915,https://view.shoppinglive.naver.com/lives/106784,https://view.shoppinglive.naver.com/replays/106784,NA,NARROW,NA,3006276012,SHOPPING,FALSE,3001910652,80504020098,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,http://shop1.phinf.naver.net/20210316_163/1615875330678F69r2_JPEG/17011165426476209_422309332.jpg,강아지 사료,더나은펫,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=false&channelNo=100191630&trx=106784_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=106784&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=true&channelNo=100191630&trx=106784_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=106784&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&trx=106784_0&url=https%3A%2F%2Fsmartstore.naver.com%2Fmain%2Fproducts%2F3006276012&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=106784&ntDetail=replay&ntKeyword=nshoplive,lim,SALE,SALE,600,82,0,생활/건강>반려동물>강아지 사료>건식사료,50000008>50000155>50006630>50006631,NA,624649,100191630,3006276012,3001910652,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,https://smartstore.naver.com/main/products/3006276012,3500,FALSE,SALE,NONE,0,NA,NA,0,NA,NA,NA,NA,NA,3001910652,600,OWNER,100172055,FALSE,TRUE,0,NA,FALSE,0,11,0,0,00:03:35
1,101921,101921,8923495,SELECTIVE,셀렉티브,https://g-selected.pstatic.net/MjAyMTAxMTVfMTEy/MDAxNjEwNjM4ODgxNzU3.dmHy1ANaP-OuEaLwlcmOCN6soCOrnEaw8YQADkmu_04g.PXUaNmKMInMM7CtXxotlxisNKI_GQNJI4QGegjXpq0gg.JPEG/98015514-9D05-49F3-AF52-01CCFA651583.jpg,테스트123,85F1C74598FA36D8DE0BAEAADAB0B56564E1,2021-04-01T12:15:06.295,BLOCK,2021-03-25T15:00:36.294,https://view.shoppinglive.naver.com/lives/101921,https://view.shoppinglive.naver.com/replays/101921,NA,NARROW,NA,3006276012,SHOPPING,FALSE,3001910652,80504020098,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,http://shop1.phinf.naver.net/20210316_163/1615875330678F69r2_JPEG/17011165426476209_422309332.jpg,강아지 사료,더나은펫,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=false&channelNo=100191630&trx=101921_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=101921&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=true&channelNo=100191630&trx=101921_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=101921&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&trx=101921_0&url=https%3A%2F%2Fsmartstore.naver.com%2Fmain%2Fproducts%2F3006276012&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=101921&ntDetail=replay&ntKeyword=nshoplive,lim,SALE,SALE,600,82,0,생활/건강>반려동물>강아지 사료>건식사료,50000008>50000155>50006630>50006631,NA,624649,100191630,3006276012,3001910652,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,https://smartstore.naver.com/main/products/3006276012,3500,FALSE,SALE,NONE,0,NA,NA,0,NA,NA,NA,NA,NA,3001910652,600,OWNER,100172055,FALSE,TRUE,0,NA,FALSE,16,35,0,0,00:15:02
1,97601,97601,8792654,SELECTIVE,셀렉티브,https://g-selected.pstatic.net/MjAyMTAxMTVfMTEy/MDAxNjEwNjM4ODgxNzU3.dmHy1ANaP-OuEaLwlcmOCN6soCOrnEaw8YQADkmu_04g.PXUaNmKMInMM7CtXxotlxisNKI_GQNJI4QGegjXpq0gg.JPEG/98015514-9D05-49F3-AF52-01CCFA651583.jpg,테스트123,813EC01EA6FAA2F2957CB9681AC1C43A2ACF,2021-03-26T03:11:52.159,BLOCK,2021-03-25T15:00:03.963,https://view.shoppinglive.naver.com/lives/97601,https://view.shoppinglive.naver.com/replays/97601,NA,NARROW,NA,3006276012,SHOPPING,FALSE,3001910652,80504020098,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,http://shop1.phinf.naver.net/20210316_163/1615875330678F69r2_JPEG/17011165426476209_422309332.jpg,강아지 사료,더나은펫,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=false&channelNo=100191630&trx=97601_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97601&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=true&channelNo=100191630&trx=97601_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97601&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&trx=97601_0&url=https%3A%2F%2Fsmartstore.naver.com%2Fmain%2Fproducts%2F3006276012&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97601&ntDetail=replay&ntKeyword=nshoplive,lim,SALE,SALE,600,82,0,생활/건강>반려동물>강아지 사료>건식사료,50000008>50000155>50006630>50006631,NA,624649,100191630,3006276012,3001910652,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,https://smartstore.naver.com/main/products/3006276012,3500,FALSE,SALE,NONE,0,NA,NA,0,NA,NA,NA,NA,NA,3001910652,600,OWNER,100172055,FALSE,TRUE,0,NA,FALSE,7,27,0,0,00:08:58
1,97600,97600,8792647,SELECTIVE,셀렉티브,https://g-selected.pstatic.net/MjAyMTAxMTVfMTEy/MDAxNjEwNjM4ODgxNzU3.dmHy1ANaP-OuEaLwlcmOCN6soCOrnEaw8YQADkmu_04g.PXUaNmKMInMM7CtXxotlxisNKI_GQNJI4QGegjXpq0gg.JPEG/98015514-9D05-49F3-AF52-01CCFA651583.jpg,테스트123,CB37A736C59C7BD845A6D9C64BFD5CC52160,2021-03-26T03:07:03.474,BLOCK,2021-03-25T15:00:53.546,https://view.shoppinglive.naver.com/lives/97600,https://view.shoppinglive.naver.com/replays/97600,NA,NARROW,NA,3006276012,SHOPPING,FALSE,3001910652,80504020098,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,http://shop1.phinf.naver.net/20210316_163/1615875330678F69r2_JPEG/17011165426476209_422309332.jpg,강아지 사료,더나은펫,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=false&channelNo=100191630&trx=97600_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97600&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=true&channelNo=100191630&trx=97600_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97600&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&trx=97600_0&url=https%3A%2F%2Fsmartstore.naver.com%2Fmain%2Fproducts%2F3006276012&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97600&ntDetail=replay&ntKeyword=nshoplive,lim,SALE,SALE,600,82,0,생활/건강>반려동물>강아지 사료>건식사료,50000008>50000155>50006630>50006631,NA,624649,100191630,3006276012,3001910652,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,https://smartstore.naver.com/main/products/3006276012,3500,FALSE,SALE,NONE,0,NA,NA,0,NA,NA,NA,NA,NA,3001910652,600,OWNER,100172055,FALSE,TRUE,0,NA,FALSE,0,14,0,0,00:01:57
1,97598,97598,8792616,SELECTIVE,셀렉티브,https://g-selected.pstatic.net/MjAyMTAxMTVfMTEy/MDAxNjEwNjM4ODgxNzU3.dmHy1ANaP-OuEaLwlcmOCN6soCOrnEaw8YQADkmu_04g.PXUaNmKMInMM7CtXxotlxisNKI_GQNJI4QGegjXpq0gg.JPEG/98015514-9D05-49F3-AF52-01CCFA651583.jpg,테스트123,E12A90630283C18E06AE264FEEF201E046B6,2021-03-26T02:57:46.486,BLOCK,2021-03-10T15:00:27.867,https://view.shoppinglive.naver.com/lives/97598,https://view.shoppinglive.naver.com/replays/97598,NA,NARROW,NA,3006276012,SHOPPING,FALSE,3001910652,80504020098,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,http://shop1.phinf.naver.net/20210316_163/1615875330678F69r2_JPEG/17011165426476209_422309332.jpg,강아지 사료,더나은펫,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=false&channelNo=100191630&trx=97598_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97598&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=true&channelNo=100191630&trx=97598_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97598&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&trx=97598_0&url=https%3A%2F%2Fsmartstore.naver.com%2Fmain%2Fproducts%2F3006276012&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97598&ntDetail=replay&ntKeyword=nshoplive,lim,SALE,SALE,600,82,0,생활/건강>반려동물>강아지 사료>건식사료,50000008>50000155>50006630>50006631,NA,624649,100191630,3006276012,3001910652,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,https://smartstore.naver.com/main/products/3006276012,3500,FALSE,SALE,NONE,0,NA,NA,0,NA,NA,NA,NA,NA,3001910652,600,OWNER,100172055,FALSE,TRUE,0,NA,FALSE,10,10,0,0,00:02:20
1,97596,97596,8792599,SELECTIVE,셀렉티브,https://g-selected.pstatic.net/MjAyMTAxMTVfMTEy/MDAxNjEwNjM4ODgxNzU3.dmHy1ANaP-OuEaLwlcmOCN6soCOrnEaw8YQADkmu_04g.PXUaNmKMInMM7CtXxotlxisNKI_GQNJI4QGegjXpq0gg.JPEG/98015514-9D05-49F3-AF52-01CCFA651583.jpg,테스트123,EFB9C4A44142021BA839FB91A6A25AD86AE6,2021-03-26T02:49:58.801,BLOCK,2021-03-10T15:00:47.023,https://view.shoppinglive.naver.com/lives/97596,https://view.shoppinglive.naver.com/replays/97596,NA,NARROW,NA,3006276012,SHOPPING,FALSE,3001910652,80504020098,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,http://shop1.phinf.naver.net/20210316_163/1615875330678F69r2_JPEG/17011165426476209_422309332.jpg,강아지 사료,더나은펫,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=false&channelNo=100191630&trx=97596_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97596&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=true&channelNo=100191630&trx=97596_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97596&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&trx=97596_0&url=https%3A%2F%2Fsmartstore.naver.com%2Fmain%2Fproducts%2F3006276012&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97596&ntDetail=replay&ntKeyword=nshoplive,lim,SALE,SALE,600,82,0,생활/건강>반려동물>강아지 사료>건식사료,50000008>50000155>50006630>50006631,NA,624649,100191630,3006276012,3001910652,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,https://smartstore.naver.com/main/products/3006276012,3500,FALSE,SALE,NONE,0,NA,NA,0,NA,NA,NA,NA,NA,3001910652,600,OWNER,100172055,FALSE,TRUE,0,NA,FALSE,46,14,0,0,00:01:39
1,97595,97595,8792587,SELECTIVE,셀렉티브,https://g-selected.pstatic.net/MjAyMTAxMTVfMTEy/MDAxNjEwNjM4ODgxNzU3.dmHy1ANaP-OuEaLwlcmOCN6soCOrnEaw8YQADkmu_04g.PXUaNmKMInMM7CtXxotlxisNKI_GQNJI4QGegjXpq0gg.JPEG/98015514-9D05-49F3-AF52-01CCFA651583.jpg,테스트123,EFEE50E97DF9E9C76BC662DF087657883F09,2021-03-26T02:45:31.521,BLOCK,2021-03-10T15:00:47.545,https://view.shoppinglive.naver.com/lives/97595,https://view.shoppinglive.naver.com/replays/97595,NA,NARROW,NA,3006276012,SHOPPING,FALSE,3001910652,80504020098,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,http://shop1.phinf.naver.net/20210316_163/1615875330678F69r2_JPEG/17011165426476209_422309332.jpg,강아지 사료,더나은펫,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=false&channelNo=100191630&trx=97595_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97595&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=true&channelNo=100191630&trx=97595_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97595&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&trx=97595_0&url=https%3A%2F%2Fsmartstore.naver.com%2Fmain%2Fproducts%2F3006276012&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97595&ntDetail=replay&ntKeyword=nshoplive,lim,SALE,SALE,600,82,0,생활/건강>반려동물>강아지 사료>건식사료,50000008>50000155>50006630>50006631,NA,624649,100191630,3006276012,3001910652,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,https://smartstore.naver.com/main/products/3006276012,3500,FALSE,SALE,NONE,0,NA,NA,0,NA,NA,NA,NA,NA,3001910652,600,OWNER,100172055,FALSE,TRUE,0,NA,FALSE,303,19,0,0,00:02:19
1,85618,85618,8451341,SELECTIVE,셀렉티브,https://g-selected.pstatic.net/MjAyMTAxMTVfMTEy/MDAxNjEwNjM4ODgxNzU3.dmHy1ANaP-OuEaLwlcmOCN6soCOrnEaw8YQADkmu_04g.PXUaNmKMInMM7CtXxotlxisNKI_GQNJI4QGegjXpq0gg.JPEG/98015514-9D05-49F3-AF52-01CCFA651583.jpg,테스트1,76CE4EC6155DE009781A5B6D9C178BE30775,2021-03-26T02:18:33.644,BLOCK,2021-03-10T15:00:02.78,https://view.shoppinglive.naver.com/lives/85618,https://view.shoppinglive.naver.com/replays/85618,NA,NARROW,NA,3006276012,SHOPPING,FALSE,3001910652,80504020098,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,http://shop1.phinf.naver.net/20210316_163/1615875330678F69r2_JPEG/17011165426476209_422309332.jpg,강아지 사료,더나은펫,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=false&channelNo=100191630&trx=85618_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=85618&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=true&channelNo=100191630&trx=85618_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=85618&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&trx=85618_0&url=https%3A%2F%2Fsmartstore.naver.com%2Fmain%2Fproducts%2F3006276012&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=85618&ntDetail=replay&ntKeyword=nshoplive,lim,SALE,SALE,600,82,0,생활/건강>반려동물>강아지 사료>건식사료,50000008>50000155>50006630>50006631,NA,624649,100191630,3006276012,3001910652,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,https://smartstore.naver.com/main/products/3006276012,3500,FALSE,SALE,NONE,0,NA,NA,0,NA,NA,NA,NA,NA,3001910652,600,OWNER,100172055,FALSE,TRUE,0,NA,FALSE,0,1,0,0,00:03:06
1,97593,97593,8792509,SELECTIVE,셀렉티브,https://g-selected.pstatic.net/MjAyMTAxMTVfMTEy/MDAxNjEwNjM4ODgxNzU3.dmHy1ANaP-OuEaLwlcmOCN6soCOrnEaw8YQADkmu_04g.PXUaNmKMInMM7CtXxotlxisNKI_GQNJI4QGegjXpq0gg.JPEG/98015514-9D05-49F3-AF52-01CCFA651583.jpg,테스트123,7D25A3F495D33559726AB1B943DB31A9A2C7,2021-03-26T02:11:56.206,BLOCK,2021-03-10T15:00:29.84,https://view.shoppinglive.naver.com/lives/97593,https://view.shoppinglive.naver.com/replays/97593,NA,NARROW,NA,3006276012,SHOPPING,FALSE,3001910652,80504020098,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,http://shop1.phinf.naver.net/20210316_163/1615875330678F69r2_JPEG/17011165426476209_422309332.jpg,강아지 사료,더나은펫,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=false&channelNo=100191630&trx=97593_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97593&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=true&channelNo=100191630&trx=97593_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97593&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&trx=97593_0&url=https%3A%2F%2Fsmartstore.naver.com%2Fmain%2Fproducts%2F3006276012&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97593&ntDetail=replay&ntKeyword=nshoplive,lim,SALE,SALE,600,82,0,생활/건강>반려동물>강아지 사료>건식사료,50000008>50000155>50006630>50006631,NA,624649,100191630,3006276012,3001910652,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,https://smartstore.naver.com/main/products/3006276012,3500,FALSE,SALE,NONE,0,NA,NA,0,NA,NA,NA,NA,NA,3001910652,600,OWNER,100172055,FALSE,TRUE,0,NA,FALSE,0,5,0,0,00:02:25
1,97591,97591,8792494,SELECTIVE,셀렉티브,https://g-selected.pstatic.net/MjAyMTAxMTVfMTEy/MDAxNjEwNjM4ODgxNzU3.dmHy1ANaP-OuEaLwlcmOCN6soCOrnEaw8YQADkmu_04g.PXUaNmKMInMM7CtXxotlxisNKI_GQNJI4QGegjXpq0gg.JPEG/98015514-9D05-49F3-AF52-01CCFA651583.jpg,테스트123,5E617AC5C5F29E587827B21FA7062EFA1C02,2021-03-26T02:06:26.085,BLOCK,2021-03-10T15:00:04.954,https://view.shoppinglive.naver.com/lives/97591,https://view.shoppinglive.naver.com/replays/97591,NA,NARROW,NA,3006276012,SHOPPING,FALSE,3001910652,80504020098,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,http://shop1.phinf.naver.net/20210316_163/1615875330678F69r2_JPEG/17011165426476209_422309332.jpg,강아지 사료,더나은펫,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=false&channelNo=100191630&trx=97591_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97591&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&isDetail=true&channelNo=100191630&trx=97591_0&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97591&ntDetail=replay&ntKeyword=nshoplive,https://shoppinglive.naver.com/bridge/live/product/3006276012?tr=lim&trx=97591_0&url=https%3A%2F%2Fsmartstore.naver.com%2Fmain%2Fproducts%2F3006276012&wholeCategoryId=50000008%3E50000155%3E50006630%3E50006631&ntSource=nshoplive&ntMedium=97591&ntDetail=replay&ntKeyword=nshoplive,lim,SALE,SALE,600,82,0,생활/건강>반려동물>강아지 사료>건식사료,50000008>50000155>50006630>50006631,NA,624649,100191630,3006276012,3001910652,본사정식 상품 강아지 사료 기호성 테스트 샘플 모음,https://smartstore.naver.com/main/products/3006276012,3500,FALSE,SALE,NONE,0,NA,NA,0,NA,NA,NA,NA,NA,3001910652,600,OWNER,100172055,FALSE,TRUE,0,NA,FALSE,0,4,0,0,00:02:47
